City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
700,Moerai,PF,-22.4333,-151.3333,70.99,70,95,32.35,overcast clouds
701,Havoysund,NO,70.9963,24.6622,59.23,77,29,5.14,scattered clouds
702,Roma,US,43.2128,-75.4557,79.88,76,0,5.75,clear sky
703,Harrisonburg,US,38.4496,-78.8689,76.37,87,40,0.0,scattered clouds
704,Anshun,CN,26.25,105.9333,75.94,77,84,15.23,broken clouds
705,Harper,LR,4.375,-7.7169,73.22,74,92,6.87,overcast clouds
706,Garelochhead,GB,56.082,-4.8291,54.27,97,87,4.21,overcast clouds
707,Taoudenni,ML,22.6783,-3.9836,89.74,40,82,11.01,broken clouds
708,Grindavik,IS,63.8424,-22.4338,49.95,93,75,6.91,light rain
709,Raudeberg,NO,61.9875,5.1352,54.27,90,24,10.71,few clouds
710,Porto Novo,BJ,6.4965,2.6036,76.82,79,93,5.66,overcast clouds
711,Ibara,JP,34.6,133.4667,79.38,92,98,4.61,overcast clouds
712,Roebourne,AU,-20.7833,117.1333,80.26,28,5,4.9,clear sky
713,Campbell River,CA,50.0163,-125.2446,72.93,77,20,3.44,few clouds
714,Washougal,US,45.5826,-122.3534,82.22,58,0,3.44,clear sky
715,Abonnema,NG,4.7084,6.7931,73.63,83,100,5.61,overcast clouds
716,Rudnogorsk,RU,57.2639,103.7519,73.89,40,68,4.74,broken clouds
717,Whitehorse,CA,60.7161,-135.0538,50.81,72,75,11.5,shower rain
718,Nyagan,RU,62.1406,65.3936,66.54,38,94,11.23,overcast clouds
719,Gamba,GA,-2.65,10.0,70.11,92,99,5.73,overcast clouds
720,Grand Gaube,MU,-20.0064,57.6608,71.38,65,89,11.99,overcast clouds
721,Gines,ES,37.3868,-6.0774,75.18,66,0,3.44,clear sky
722,Koutiala,ML,12.3917,-5.4642,73.22,90,65,9.48,broken clouds
723,Yuanping,CN,38.7153,112.7575,90.1,31,0,2.48,clear sky
724,Pampa,US,35.5362,-100.9599,85.15,44,0,8.05,clear sky
725,Ocean Springs,US,30.4113,-88.8278,86.02,91,13,12.03,few clouds
726,Ihosy,MG,-22.4,46.1167,58.82,82,77,5.99,broken clouds
727,Berehove,UA,48.2056,22.6442,72.05,56,2,6.58,clear sky
